# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=2.00e23_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
  8.69687E-02   3.66569E+23   1.02133E+00   1.92560E+01   5.50165E+22   2.88121E+23   1.66247E+01   7.84668E-03
  1.25659E-01   3.64477E+23   9.90347E-01   1.86509E+01   5.16373E+22   2.77605E+23   1.61520E+01   1.13729E-02
  1.69906E-01   3.82695E+23   1.03927E+00   2.05595E+01   5.55591E+22   2.45371E+23   1.45859E+01   1.53775E-02
  2.17588E-01   3.12608E+23   1.12409E+00   1.75770E+01   5.21346E+22   1.69109E+23   1.07064E+01   1.98112E-02
  2.67844E-01   2.44366E+23   1.16942E+00   1.42988E+01   4.51589E+22   1.02889E+23   6.61359E+00   2.46417E-02
  3.18916E-01   2.08081E+23   1.25823E+00   1.34588E+01   4.04332E+22   6.59751E+22   4.36543E+00   2.98075E-02
  3.68977E-01   1.37374E+23   1.37946E+00   9.09958E+00   3.45351E+22   3.87967E+22   2.76175E+00   3.52339E-02
  4.16918E-01   1.17502E+23   1.45520E+00   7.87541E+00   2.88477E+22   2.56463E+22   1.92127E+00   4.08650E-02
  4.62965E-01   8.90119E+22   1.56146E+00   6.43845E+00   2.23714E+22   1.40658E+22   1.09786E+00   4.66425E-02
  5.06401E-01   6.12310E+22   1.64662E+00   4.59689E+00   1.81009E+22   6.30069E+21   5.43997E-01   5.25122E-02
  5.46523E-01   3.70472E+22   1.86590E+00   3.03399E+00   1.35815E+22   4.01139E+21   3.93607E-01   5.84156E-02
  5.84501E-01   2.60397E+22   1.92524E+00   2.24160E+00   9.89677E+21   2.43830E+21   2.64855E-01   6.42960E-02
  6.19861E-01   1.78154E+22   1.88709E+00   1.52378E+00   7.31627E+21   1.23244E+21   1.33741E-01   7.01086E-02
  6.52622E-01   1.12160E+22   1.99914E+00   1.00122E+00   5.11353E+21   1.31615E+21   8.29847E-02   7.58011E-02
  6.82978E-01   8.43557E+21   2.38971E+00   8.72287E-01   3.72799E+21   9.14628E+20   7.45864E-02   8.13096E-02
  7.10965E-01   5.53667E+21   2.13606E+00   5.62575E-01   2.55553E+21   7.67813E+20   9.26600E-02   8.65736E-02
  7.36429E-01   3.84807E+21   2.14422E+00   4.47919E-01   1.85687E+21   9.70578E+20   4.66577E-02   9.15400E-02
  7.58995E-01   3.95063E+21   3.50603E+00   5.89635E-01   1.28842E+21   4.39363E+20   2.93434E-02   9.61687E-02
  7.78734E-01   2.78787E+21   2.21624E+00   2.92877E-01   8.99365E+20   7.73203E+20   2.99711E-02   1.00423E-01
  7.95096E-01   3.10454E+21   2.78755E+00   3.27236E-01   6.23939E+20   5.73496E+20   2.41927E-02   1.04275E-01
  8.08420E-01   3.53476E+21   2.55805E+00   2.64484E-01   3.43606E+20   5.82321E+20   3.22624E-02   1.07707E-01
