# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=1.76e23_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -6.44538E-03   8.55596E+22   9.92087E-01   3.80841E+00   2.08056E+22   1.42967E+23   7.15270E+00  -5.65283E-02
  7.73269E-03   1.22615E+23   8.66217E-01   6.10724E+00   2.95659E+22   1.63080E+23   9.13760E+00   7.04409E-04
  2.69840E-02   1.79639E+23   1.04388E+00   9.57364E+00   4.22025E+22   1.98000E+23   1.21375E+01   2.45388E-03
  5.39491E-02   2.67177E+23   1.01119E+00   1.49870E+01   5.19777E+22   2.29159E+23   1.52234E+01   4.85436E-03
  8.69687E-02   4.13010E+23   1.04412E+00   2.17872E+01   6.05276E+22   2.81414E+23   1.75986E+01   7.84668E-03
  1.25659E-01   4.61041E+23   1.06133E+00   2.63713E+01   6.23056E+22   2.95729E+23   1.76643E+01   1.13729E-02
  1.69906E-01   4.45931E+23   1.11786E+00   2.57321E+01   5.78685E+22   2.12747E+23   1.37811E+01   1.53775E-02
  2.17588E-01   3.22663E+23   1.19396E+00   1.95537E+01   5.33233E+22   1.31670E+23   8.36400E+00   1.98112E-02
  2.67844E-01   2.41611E+23   1.29596E+00   1.52971E+01   4.81011E+22   7.20944E+22   5.45692E+00   2.46417E-02
  3.18916E-01   2.13450E+23   1.35655E+00   1.38872E+01   4.30331E+22   5.12021E+22   3.64652E+00   2.98075E-02
  3.68977E-01   1.64834E+23   1.46449E+00   1.08489E+01   3.63433E+22   3.15011E+22   2.61245E+00   3.52339E-02
  4.16918E-01   1.20748E+23   1.61548E+00   8.99743E+00   3.05989E+22   1.77686E+22   1.45739E+00   4.08650E-02
  4.62965E-01   9.27365E+22   1.75167E+00   7.34900E+00   2.39915E+22   8.58580E+21   7.31131E-01   4.66425E-02
  5.06401E-01   5.60756E+22   1.95119E+00   4.99771E+00   1.92365E+22   3.67513E+21   3.57713E-01   5.25122E-02
  5.46523E-01   3.89598E+22   2.27892E+00   3.69468E+00   1.38481E+22   2.63308E+21   1.98054E-01   5.84156E-02
  5.84501E-01   2.15226E+22   2.46779E+00   2.32324E+00   9.26965E+21   1.00311E+21   9.13924E-02   6.42960E-02
  6.19861E-01   1.24925E+22   2.81843E+00   1.57612E+00   6.48370E+21   6.51606E+20   4.89097E-02   7.01086E-02
  6.52622E-01   1.01076E+22   3.01498E+00   1.15526E+00   4.35883E+21   7.96156E+20   6.19371E-02   7.58011E-02
  6.82978E-01   6.94525E+21   3.43241E+00   1.00174E+00   3.03804E+21   2.72297E+20   3.22282E-02   8.13096E-02
  7.10965E-01   5.14271E+21   3.27365E+00   5.66271E-01   2.07785E+21   4.40978E+20   2.28030E-02   8.65736E-02
  7.36429E-01   3.62256E+21   2.61858E+00   4.30888E-01   1.47188E+21   6.44337E+20   2.80774E-02   9.15400E-02
  7.58995E-01   3.26502E+21   2.59075E+00   3.43168E-01   1.02312E+21   6.27237E+20   2.59470E-02   9.61687E-02
  7.78734E-01   1.48189E+21   3.30943E+00   2.30007E-01   7.12650E+20   3.33113E+20   1.53068E-02   1.00423E-01
  7.95096E-01   2.70811E+21   2.94578E+00   3.45921E-01   4.90805E+20   1.87777E+20   6.08108E-03   1.04275E-01
  8.08420E-01   1.95433E+21   3.23623E+00   2.01055E-01   2.61530E+20   7.26477E+20   3.34086E-02   1.07707E-01
